Total Nacional;Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;09 Cataluña;Vivienda nueva;Variación en lo que va de año;2010T1;-1,4
Nacional;09 Cataluña;Vivienda nueva;Variación en lo que va de año;2009T4;-10,4
Nacional;09 Cataluña;Vivienda nueva;Variación en lo que va de año;2009T3;-10,0
Nacional;09 Cataluña;Vivienda nueva;Variación en lo que va de año;2009T2;-7,2
Nacional;09 Cataluña;Vivienda nueva;Variación en lo que va de año;2009T1;-6,5
Nacional;09 Cataluña;Vivienda nueva;Variación en lo que va de año;2008T4;-1,6
Nacional;09 Cataluña;Vivienda nueva;Variación en lo que va de año;2008T3;-0,1
Nacional;09 Cataluña;Vivienda nueva;Variación en lo que va de año;2008T2;1,4
Nacional;09 Cataluña;Vivienda nueva;Variación en lo que va de año;2008T1;0,2
Nacional;09 Cataluña;Vivienda nueva;Variación en lo que va de año;2007T4;5,9
Nacional;09 Cataluña;Vivienda nueva;Variación en lo que va de año;2007T3;6,2
Nacional;09 Cataluña;Vivienda nueva;Variación en lo que va de año;2007T2;6,0
Nacional;09 Cataluña;Vivienda nueva;Variación en lo que va de año;2007T1;1,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2025T3;2,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2025T2;2,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2025T1;3,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2024T4;2,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2024T3;2,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2024T2;2,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2024T1;2,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2023T4;-1,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2023T3;2,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2023T2;1,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2023T1;0,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2022T4;-1,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2022T3;2,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2022T2;2,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2022T1;2,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2021T4;0,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2021T3;1,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2021T2;2,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2021T1;1,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2020T4;-1,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2020T3;0,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2020T2;0,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2020T1;0,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2019T4;-0,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2019T3;1,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2019T2;1,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2019T1;0,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2018T4;0,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2018T3;2,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2018T2;3,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2018T1;1,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2017T4;1,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2017T3;2,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2017T2;2,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2017T1;2,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2016T4;1,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2016T3;2,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2016T2;2,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2016T1;1,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2015T4;0,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2015T3;0,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2015T2;5,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2015T1;-1,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2014T4;0,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2014T3;0,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2014T2;1,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2014T1;-0,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2013T4;-0,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2013T3;-0,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2013T2;0,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2013T1;-7,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2012T4;-1,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2012T3;-5,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2012T2;-4,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2012T1;-4,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2011T4;-4,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2011T3;-4,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2011T2;-1,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2011T1;-5,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2010T4;-0,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2010T3;-2,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2010T2;1,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2010T1;-1,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2009T4;0,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2009T3;-0,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2009T2;-0,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2009T1;-4,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2008T4;-6,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2008T3;-4,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2008T2;-2,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2008T1;-1,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2007T4;-3,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2007T3;-0,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2007T2;2,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación trimestral;2007T1;1,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2025T3;11,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2025T2;11,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2025T1;11,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2024T4;10,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2024T3;6,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2024T2;6,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2024T1;5,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2023T4;3,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2023T3;3,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2023T2;2,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2023T1;3,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2022T4;5,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2022T3;8,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2022T2;7,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2022T1;7,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2021T4;6,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2021T3;3,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2021T2;2,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2021T1;1,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2020T4;0,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2020T3;0,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2020T2;1,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2020T1;2,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2019T4;3,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2019T3;4,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2019T2;5,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2019T1;7,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2018T4;8,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2018T3;9,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2018T2;9,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2018T1;8,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2017T4;10,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2017T3;10,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2017T2;9,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2017T1;8,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2016T4;7,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2016T3;6,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2016T2;5,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2016T1;8,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2015T4;5,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2015T3;6,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2015T2;5,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2015T1;1,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2014T4;2,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2014T3;0,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2014T2;0,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2014T1;-1,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2013T4;-7,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2013T3;-8,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2013T2;-13,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2013T1;-17,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2012T4;-15,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2012T3;-17,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2012T2;-16,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2012T1;-13,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2011T4;-14,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2011T3;-11,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2011T2;-9,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2011T1;-7,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2010T4;-3,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2010T3;-2,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2010T2;-0,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2010T1;-2,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2009T4;-4,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2009T3;-10,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2009T2;-14,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2009T1;-16,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2008T4;-14,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2008T3;-12,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2008T2;-8,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2008T1;-3,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2007T4;-0,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2007T3;5,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2007T2;8,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación anual;2007T1;11,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2025T3;9,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2025T2;6,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2025T1;3,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2024T4;10,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2024T3;8,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2024T2;5,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2024T1;2,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2023T4;3,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2023T3;4,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2023T2;2,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2023T1;0,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2022T4;5,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2022T3;7,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2022T2;4,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2022T1;2,4
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2021T4;6,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2021T3;5,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2021T2;3,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2021T1;1,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2020T4;0,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2020T3;1,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2020T2;0,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2020T1;0,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2019T4;3,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2019T3;4,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2019T2;2,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2019T1;0,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2018T4;8,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2018T3;7,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2018T2;4,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2018T1;1,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2017T4;10,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2017T3;8,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2017T2;5,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2017T1;2,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2016T4;7,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2016T3;6,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2016T2;4,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2016T1;1,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2015T4;5,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2015T3;5,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2015T2;4,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2015T1;-1,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2014T4;2,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2014T3;1,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2014T2;1,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2014T1;-0,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2013T4;-7,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2013T3;-6,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2013T2;-6,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2013T1;-7,1
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2012T4;-15,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2012T3;-13,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2012T2;-8,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2012T1;-4,3
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2011T4;-14,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2011T3;-11,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2011T2;-6,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2011T1;-5,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2010T4;-3,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2010T3;-2,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2010T2;-0,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2010T1;-1,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2009T4;-4,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2009T3;-5,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2009T2;-4,5
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2009T1;-4,0
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2008T4;-14,6
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2008T3;-8,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2008T2;-4,2
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2008T1;-1,8
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2007T4;-0,9
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2007T3;2,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2007T2;3,7
Nacional;09 Cataluña;Vivienda segunda mano;Variación en lo que va de año;2007T1;1,2
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2025T3;1,8
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2025T2;2,7
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2025T1;2,1
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2024T4;2,0
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2024T3;1,0
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2024T2;4,3
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2024T1;5,4
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2023T4;-2,2
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2023T3;3,7
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2023T2;1,2
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2023T1;4,1
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2022T4;2,2
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2022T3;0,9
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2022T2;1,3
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2022T1;2,1
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2021T4;2,5
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2021T3;2,5
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2021T2;2,6
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2021T1;-0,7
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2020T4;-2,1
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2020T3;5,5
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2020T2;-1,3
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2020T1;2,9
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2019T4;1,8
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2019T3;-1,4
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2019T2;2,3
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2019T1;0,7
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2018T4;4,8
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2018T3;1,9
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2018T2;0,5
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2018T1;1,5
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2017T4;0,8
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2017T3;1,8
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2017T2;0,6
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2017T1;2,5
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2016T4;-1,1
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2016T3;-1,6
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2016T2;3,3
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2016T1;3,2
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2015T4;2,2
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2015T3;-1,4
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2015T2;2,5
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2015T1;2,0
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2014T4;-1,1
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2014T3;1,4
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2014T2;3,1
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2014T1;1,4
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2013T4;-5,4
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2013T3;1,5
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2013T2;-2,3
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2013T1;-2,0
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2012T4;-2,7
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2012T3;-2,7
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2012T2;-3,7
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2012T1;-4,3
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2011T4;-2,0
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2011T3;-3,1
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2011T2;-1,3
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2011T1;-1,2
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2010T4;-1,7
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2010T3;-2,0
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2010T2;2,0
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2010T1;-2,4
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2009T4;-0,9
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2009T3;-1,5
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2009T2;-1,4
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2009T1;-1,8
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2008T4;-0,3
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2008T3;1,0
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2008T2;1,2
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2008T1;0,7
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2007T4;3,3
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2007T3;2,4
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2007T2;3,3
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación trimestral;2007T1;1,9
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación anual;2025T3;9,0
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación anual;2025T2;8,0
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación anual;2025T1;9,7
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación anual;2024T4;13,3
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación anual;2024T3;8,6
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación anual;2024T2;11,6
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación anual;2024T1;8,2
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación anual;2023T4;6,8
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación anual;2023T3;11,7
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación anual;2023T2;8,6
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación anual;2023T1;8,7
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación anual;2022T4;6,7
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación anual;2022T3;7,0
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación anual;2022T2;8,7
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación anual;2022T1;10,1
Nacional;10 Comunitat Valenciana;Vivienda nueva;Variación anual;2021T4;7,1
